StudyID,ES_ID,prg_out,Cn_aid_prg_typ,typ_out,Cn_aid_EGM_typ,Co02_macro.1,Cn_Assign_anl_re,g_yi_f,g_vi,z_pofo_int_eSS,z_pofo_co_eSS
3668,327307,01 Promise program_B00 Enrollment,01 Promise program,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,01 NonRandom QED TOT,1.44477548689542,0.117911603251568,285,234
7943,327332,09 State aid_B00 Enrollment,09 State aid,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,DND ITT,0.141856001304268,0.0168016843651846,34,526
10015,327336,09 State aid_B00 Enrollment,09 State aid,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,DND ITT,0.0862353638413683,0.0100632871811334,97,981
4237,327337,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,RDD ITT,-0.0109053663987088,4.84e-4,1099,1100
4237,327338,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,RDD ITT,0.0242341475526863,2.56e-4,1099,1100
30,327378,09 State aid_B00 Enrollment,09 State aid,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,DND ITT,0.490574319235444,0.0251072016889901,5672,2363
30,327379,09 State aid_B00 Enrollment,09 State aid,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,DND ITT,0.844712724817633,0.0283999938835785,3901,2363
30,327382,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,DND ITT,0.283758855372492,0.0246992133270925,5672,2363
30,327383,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,DND ITT,0.880909439930974,0.0285848407551922,3901,2363
80,327384,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.0608677818750449,0.0863456567243642,264,273
80,327386,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.196513958836133,0.086692927403849,264,273
80,327387,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0132454850520336,0.0863176019380224,264,273
80,327388,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.222948011524111,0.0868064076518966,264,273
80,327390,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.368975903884206,0.0876984361936636,264,273
80,327392,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.19482153956541,0.0866861681544863,264,273
80,327393,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.160290804275455,0.0865615981006762,264,273
80,327394,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.54182979149821,0.0893191990199276,264,273
80,327396,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.269571432482908,0.0870426430172252,264,273
80,327397,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.214497216974417,0.0867685141143836,264,273
80,327399,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.106959630584359,0.0864193524400173,264,273
80,327400,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0727112967609681,0.0863602260684142,264,273
80,327401,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.1932558245407,0.0866799692693153,264,273
80,327403,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.245688167010671,0.0869158916010905,264,273
80,327404,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.147143168273911,0.0865208669188046,264,273
80,327406,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.0136501017463148,0.0863233738163677,264,273
80,327407,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.183418536411026,0.0867190203601933,264,273
80,327408,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.166501462963507,0.0865821248971847,264,273
80,327410,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.194082607985069,0.0866832361137503,264,273
80,327411,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.145162836374507,0.0865150526392335,264,273
80,327413,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.167505388453007,0.0865855203928313,264,273
80,327414,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.140250373507228,0.086500992375813393,264,273
98,327425,01 Promise program_B00 Enrollment,01 Promise program,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RCT ITT,6.05970342355217e-4,2.56e-4,2581,2457
98,327426,01 Promise program_B00 Enrollment,01 Promise program,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RCT ITT,0.00666567376590704,8.1e-5,2581,2457
98,327427,01 Promise program_B00 Enrollment,01 Promise program,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RCT ITT,-0.00242388136942076,4.41e-4,2581,2457
98,327428,01 Promise program_B00 Enrollment,01 Promise program,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RCT ITT,0.00302985171177589,8.1e-5,2581,2457
4341,327430,02 Institutional aid_C00 College academic achievement,02 Institutional aid,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,01 NonRandom QED TOT,-0.0615711799222317,0.066919063882343,143,18
4341,327431,02 Institutional aid_C00 College academic achievement,02 Institutional aid,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,01 NonRandom QED TOT,-0.273021862762131,0.0696580373556396,136,17
4341,327432,02 Institutional aid_C00 College academic achievement,02 Institutional aid,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,01 NonRandom QED TOT,-0.138378245343431,0.0712102236788406,126,17
3056,327436,01 Promise program_B00 Enrollment,01 Promise program,Neither Need nor Merit-Based_B00 Enrollment,Neither Need nor Merit-Based,B00 Enrollment,DND ITT,0.0672711745265698,6.25e-4,3935,28561
3056,327437,01 Promise program_B00 Enrollment,01 Promise program,Neither Need nor Merit-Based_B00 Enrollment,Neither Need nor Merit-Based,B00 Enrollment,DND ITT,0.0490897760058753,6.4e-5,3935,28561
3056,327438,01 Promise program_E00 Degree completion,01 Promise program,Neither Need nor Merit-Based_E00 Degree completion,Neither Need nor Merit-Based,E00 Degree completion,DND ITT,0.00666646531154665,6.4e-5,3007,21827
3056,327439,01 Promise program_E00 Degree completion,01 Promise program,Neither Need nor Merit-Based_E00 Degree completion,Neither Need nor Merit-Based,E00 Degree completion,DND ITT,0.026059556907797,3.6e-5,2256,16376
3056,327440,01 Promise program_E00 Degree completion,01 Promise program,Neither Need nor Merit-Based_E00 Degree completion,Neither Need nor Merit-Based,E00 Degree completion,DND ITT,0.00545438070944735,1.6e-5,3007,21827
3056,327441,01 Promise program_E00 Degree completion,01 Promise program,Neither Need nor Merit-Based_E00 Degree completion,Neither Need nor Merit-Based,E00 Degree completion,DND ITT,0.0199991948362163,1.21e-4,2256,16376
3056,327442,01 Promise program_E00 Degree completion,01 Promise program,Neither Need nor Merit-Based_E00 Degree completion,Neither Need nor Merit-Based,E00 Degree completion,DND ITT,0.0248477343430377,3.6e-5,3007,21827
3056,327443,01 Promise program_E00 Degree completion,01 Promise program,Neither Need nor Merit-Based_E00 Degree completion,Neither Need nor Merit-Based,E00 Degree completion,DND ITT,0.0533311862299101,2.5e-5,2256,16376
3056,327444,01 Promise program_E00 Degree completion,01 Promise program,Neither Need nor Merit-Based_E00 Degree completion,Neither Need nor Merit-Based,E00 Degree completion,DND ITT,-0.00545438070944732,9e-6,3007,21827
3056,327445,01 Promise program_E00 Degree completion,01 Promise program,Neither Need nor Merit-Based_E00 Degree completion,Neither Need nor Merit-Based,E00 Degree completion,DND ITT,-0.00909054310737104,9e-6,2256,16376
4,327450,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,-0.127248130340316,1.9044,1058,2825
4,327451,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,0.236317956346301,3.3856,1058,2825
4,327452,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,0.248436825902522,3.4225,1058,2825
4,327453,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,0.684716129926463,4.3681,1058,2825
4,327454,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,0.339328347574176,5.6169,1058,2825
4,327455,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,0.551408564808037,7.1289,1058,2825
4,327456,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,-0.602145852364004,2.5281,1058,2825
4,327457,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,-0.21208021723386,2.6569,1058,2825
1666,327459,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.606029986113854,0.49,2125,12722
1666,327460,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,1.44477548689542,0.81,2125,12722
1666,327461,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,1.44477548689542,1.69,2125,12722
1666,327462,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.606029986113854,1.96,2125,12722
1666,327463,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,1.33326596945048,3.24,2125,12722
1666,327464,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.602145852364004,3.24,2125,12722
1666,327465,09 State aid_C00 College academic achievement,09 State aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.0246195413557187,5.49212640642628e-4,2125,12722
1666,327466,09 State aid_C00 College academic achievement,09 State aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.0205162844630989,5.49206403561454e-4,2125,12722
1666,327467,09 State aid_C00 College academic achievement,09 State aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.0205162844630989,5.49206403561454e-4,2125,12722
1666,327468,09 State aid_C00 College academic achievement,09 State aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.0205162844630989,5.49206403561454e-4,2125,12722
1666,327469,09 State aid_C00 College academic achievement,09 State aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.00820651378523956,5.49194496406484e-4,2125,12722
1666,327470,09 State aid_C00 College academic achievement,09 State aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.00820651378523956,5.49194496406484e-4,2125,12722
1666,327471,09 State aid_C00 College academic achievement,09 State aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.0205162844630989,5.49206403561454e-4,2125,12722
1666,327472,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,0.345439130487694,0.9604,2220,14590
1666,327473,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,1.21206712451823,1.2996,2220,14590
1666,327474,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,0.866627994030532,1.21,2220,14590
1666,327475,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,-0.515128527920246,1.6384,2220,14590
1666,327476,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,-0.602145852364004,2.4025,2220,14590
1666,327477,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,-0.602145852364004,4.6656,2220,14590
1666,327478,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.515128527920246,1.0404,2220,14590
7875,327480,09 State aid_C00 College academic achievement,09 State aid,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,DND ITT,0.0165913857128229,2.91795892840607e-4,3112,3112
7875,327481,09 State aid_C00 College academic achievement,09 State aid,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,DND ITT,0.0191458211661569,3.28107830570288e-4,2853,2853
77,327486,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.0862262450608982,0.0635920505760615,611,417
77,327489,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.146066397760173,0.0637090294758612,611,417
77,327490,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.125288838800368,0.0636622361520229,611,417
24,327492,07 Student performance-based financial incentives_E00 Degree completion,07 Student performance-based financial incentives,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RCT ITT,-0.0221450712517826,0.0608380101109717,536,545
24,327493,07 Student performance-based financial incentives_E00 Degree completion,07 Student performance-based financial incentives,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RCT ITT,0.07500978960588,0.0608671072702072,536,545
24,327494,07 Student performance-based financial incentives_E00 Degree completion,07 Student performance-based financial incentives,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RCT ITT,0.111668703809902,0.0609153417023832,536,545
24,327495,07 Student performance-based financial incentives_E00 Degree completion,07 Student performance-based financial incentives,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RCT ITT,0.0654541354102891,0.0608578844541841,536,545
24,327505,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,Both Need and Merit-Based_D00 Credit accumulation,Both Need and Merit-Based,D00 Credit accumulation,RCT ITT,0.00696828879748717,0.00370055648643165,536,545
24,327506,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,Both Need and Merit-Based_D00 Credit accumulation,Both Need and Merit-Based,D00 Credit accumulation,RCT ITT,0.00363348409437521,0.00370054013359071,536,545
24,327507,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,Both Need and Merit-Based_D00 Credit accumulation,Both Need and Merit-Based,D00 Credit accumulation,RCT ITT,0.00133055528943044,0.0037005348459731,536,545
24,327508,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,Both Need and Merit-Based_D00 Credit accumulation,Both Need and Merit-Based,D00 Credit accumulation,RCT ITT,6.61041498962443e-4,0.00370053422922864,536,545
24,327509,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,Both Need and Merit-Based_D00 Credit accumulation,Both Need and Merit-Based,D00 Credit accumulation,RCT ITT,1.35574832928537e-4,0.00370053403561378,536,545
24,327510,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,Both Need and Merit-Based_D01 Persistence,Both Need and Merit-Based,D01 Persistence,RCT ITT,-0.602145852364004,0.0709875237534359,536,545
24,327511,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,Both Need and Merit-Based_D01 Persistence,Both Need and Merit-Based,D01 Persistence,RCT ITT,-0.150840374228542,0.0610201646315275,536,545
24,327512,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,Both Need and Merit-Based_D01 Persistence,Both Need and Merit-Based,D01 Persistence,RCT ITT,-0.0509214032168516,0.0608569378520347,536,545
24,327513,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,Both Need and Merit-Based_D01 Persistence,Both Need and Merit-Based,D01 Persistence,RCT ITT,-0.0857784399997876,0.0608967067776877,536,545
77,327515,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.154899437931488,0.0637309081754418,611,417
77,327518,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.179829931069856,0.0637990359024721,611,417
77,327519,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.09412250036066,0.0636043625159448,611,417
77,327520,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.32578346599915,0.0643851214936425,611,417
77,327521,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.496002583376413,0.0654630718096458,611,417
77,327525,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,-0.0953873520779955,0.0635720872547165,611,417
77,327526,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,-0.0916791239725971,0.0635674473860889,611,417
24,327528,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RCT ITT,-0.539094050492009,0.0630562736816205,536,545
24,327529,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,Both Need and Merit-Based_D01 Persistence,Both Need and Merit-Based,D01 Persistence,RCT ITT,-0.0230037331024519,0.0608383927343964,536,545
24,327532,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,Both Need and Merit-Based_D00 Credit accumulation,Both Need and Merit-Based,D00 Credit accumulation,RCT ITT,0.0151969036319102,0.00370064084759318,536,545
24,327533,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,Both Need and Merit-Based_D00 Credit accumulation,Both Need and Merit-Based,D00 Credit accumulation,RCT ITT,0.0506563454397008,0.00370172092134587,536,545
24,327534,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,Both Need and Merit-Based_D00 Credit accumulation,Both Need and Merit-Based,D00 Credit accumulation,RCT ITT,-0.0303938072638205,0.00370096130903629,536,545
24,327535,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,Both Need and Merit-Based_D00 Credit accumulation,Both Need and Merit-Based,D00 Credit accumulation,RCT ITT,0.0303938072638205,0.00370096130903629,536,545
24,327536,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,Both Need and Merit-Based_D01 Persistence,Both Need and Merit-Based,D01 Persistence,RCT ITT,-0.0853837554569336,0.0608961533098296,536,545
24,327552,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,Both Need and Merit-Based_C00 College academic achievement,Both Need and Merit-Based,C00 College academic achievement,RCT ITT,-0.0755827497355338,0.0608831668694457,536,545
24,327553,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,Both Need and Merit-Based_C00 College academic achievement,Both Need and Merit-Based,C00 College academic achievement,RCT ITT,-0.066977145047784,0.0608729656564807,536,545
24,327560,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,Both Need and Merit-Based_D01 Persistence,Both Need and Merit-Based,D01 Persistence,RCT ITT,-0.133929229722461,0.0609819231730554,536,545
9615,327564,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,1.03027719327842,0.49,3888,26022
9615,327565,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,0.909040987384785,1.69,1776,11884
9615,327566,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,0,0.64,2851,19078
2413,327570,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.0800480180941472,0.0432784956470631,1073,1066
2413,327571,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.0698873512189023,0.043270296150107,1073,1066
2413,327572,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.0900326603028067,0.0432876377754159,1073,1066
2413,327573,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.057795966982602,0.0432619903745156,1073,1066
2413,327574,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.0893103250553377,0.0432869403269624,1073,1066
2413,327575,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.0379481363821807,0.0432517792834739,1073,1066
2413,327576,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.0870833244682269,0.0432848254536204,1073,1066
2413,327577,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.027306863443391,0.0432482167585673,1073,1066
2413,327578,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.043800397132692,0.0432543477094083,1073,1066
2413,327579,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.00216047609965635,0.0432441381097782,1073,1066
2413,327580,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.00216047609965635,0.0432441381097782,1073,1066
2413,327581,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0525309919692596,0.0432588670651766,1073,1066
2413,327583,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0209765596166879,0.043246423753419,1073,1066
2413,327584,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.11379313813071,0.0433137129068117,1073,1066
2413,327585,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.121998824109784,0.043324129591411,1073,1066
2413,327586,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.00216047609965635,0.0432441381097782,1073,1066
2413,327587,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.00216047609965635,0.0432441381097782,1073,1066
2413,327588,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.00216047609965635,0.0432441381097782,1073,1066
2413,327590,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0934269602163927,0.0432909904294277,1073,1066
2413,327591,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.00216047609965635,0.0432441381097782,1073,1066
