"","ES_ID","X","StudyID","y_CER","include_meta","He07_scale_re","He09_AQreceived","He11_funding","He12_COI","He05_Country_re","He05_Country_nonus","He16_published","He_asgn_type","Sa07_males","Sa21_scl_set","Sa22_scl_type","Sa08_SES_re","Sa_perc_nonwt","Sa_age_re","Sa24_be_dif_re","Cn02_condit","Cn03_name","Cn03_name_re","Cn05_lng_wks","Cn06_fidel","Cn08_univ_tert","Cn09_focus","Cn04_who_impl_re","Cn_devl_impl","Cn_Curr_group","Cn_Target_group","Cn_SclPlcy_group","Cn_PsyEd_group","Cn_SklRle_group","Cn_Train_group","Cn_Inter_group","Cn12_co_type","Cn13_co_same_scl","Cn14_co_contam","Co02_macro.1","Co03b_micro.1","Co03a_prp_vic.1","Co05_who.1","Co06_direction.1","Co07_nu_itms.1","Co10_coeff_val.1","Co12_att_beh.1","Co13_timeframe.1","z_pofo_weeks","z_post_or_follow","z_pre_int_eSS","z_pre_co_eSS","z_pofo_int_eSS","z_pofo_co_eSS","z_pofo_co_SS","z_pofo_int_SS","vi","yi_flp","yi_type","He17_attrition","He18_ba_eqv","He19_confound","He20_reliability","He21_any_other_issues","He22_WWC_rating"
"204",326819,17,1385,"02  Intervention versus Comparison","Include in meta","local","no-aq","01 Yes","No","Oth_Eur","Non-US","Yes","ran_cls",0.463,"02  Urban","01  Public",3,0,13.36,"test-diff-found","01  Intervention","Media Heroes - Short","Named Program",0.14,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,0,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.81,"01 Attitude","06 - Lifetime (""ever"")",24,"01  Posttest",81,213,81,212,352,135,0.0629102899887351,-0.115744668451503,"dnd_mn","ha-una-rct","above-05-controls","no-confound","relib-met","no","MSWR"
"205",326820,72,1385,"02  Intervention versus Comparison","Include in meta","local","no-aq","01 Yes","No","Oth_Eur","Non-US","Yes","ran_cls",0.463,"02  Urban","01  Public",3,0,13.36,"test-diff-found","01  Intervention","Media Heroes - Long","Named Program",10,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,0,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.81,"01 Attitude","06 - Lifetime (""ever"")",24,"01  Posttest",140,213,136,212,352,226,0.0265105332237559,-0.0852166426825709,"dnd_mn","ha-una-rct","above-05-controls","no-confound","relib-met","no","MSWR"
"206",326821,53,1385,"02  Intervention versus Comparison","Include in meta","local","no-aq","01 Yes","No","Oth_Eur","Non-US","Yes","ran_cls",0.463,"02  Urban","01  Public",3,0,13.36,"test-diff-found","01  Intervention","Media Heroes - Short","Named Program",0.14,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,0,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.7,"01 Attitude","06 - Lifetime (""ever"")",24,"01  Posttest",78,208,81,212,352,135,0.0628892761875837,0.00678155502680814,"dnd_mn","ha-una-rct","above-05-controls","no-confound","relib-met","no","MSWR"
"207",326822,19,1385,"02  Intervention versus Comparison","Include in meta","local","no-aq","01 Yes","No","Oth_Eur","Non-US","Yes","ran_cls",0.463,"02  Urban","01  Public",3,0,13.36,"test-diff-found","01  Intervention","Media Heroes - Long","Named Program",10,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,0,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.7,"01 Attitude","06 - Lifetime (""ever"")",24,"01  Posttest",135,208,136,212,352,226,0.026549340130399,-0.075437818845887,"dnd_mn","ha-una-rct","above-05-controls","no-confound","relib-met","no","MSWR"
"208",326825,145,7545,"02  Intervention versus Comparison","Include in meta","local","no-aq","02 No","No","US","US","No","non_scl",0.4812,"02  Urban","01  Public",2,0.469,11.5,"did-not-test","01  Intervention","Digitial Citizenship Instruction (from Common Sense Media)","Generic Program",2,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,0,0,0,0,"01  Business as usual or no intervention","02 No","02 No","A00  Cyberbullying","A01  Cyberbullying","02 Victimization","01  Self-report",NA,"2-10",0.63,"02 Behavior","02 - 30 days or 1 month",0,"01  Posttest",45,78,45,78,78,45,0.0885084010840108,-0.192,"dnd_adjsmd","qed","above-05-controls","confound","relib-met","no","DNMS"
"209",326827,58,7708,"02  Intervention versus Comparison","Include in meta","local","no-aq","02 No","No","Oth_Eur","Non-US","Yes","ran_cls",1,"04  Mixture","03  Mixture",2,0,12.14,"did-not-test","01  Intervention","Tabby Improved Prevention and Intervention Program (TIPIP)","Named Program",24,"no-meas","01  Universal","target-cyber","PI","PI-dev-imp",1,0,1,1,0,1,1,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.695,"02 Behavior","04 - 6 months",24,"02  Follow-up",304,304,304,304,311,311,0.00939745308216837,-0.332874032892336,"dnd_mn","ha-una-rct","above-05-controls","no-confound","relib-met","no","MSWR"
"210",326828,59,7708,"02  Intervention versus Comparison","Include in meta","local","no-aq","02 No","No","Oth_Eur","Non-US","Yes","ran_cls",1,"03  Suburban","03  Mixture",2,0,12.14,"did-not-test","01  Intervention","Tabby Improved Prevention and Intervention Program (TIPIP)","Named Program",24,"no-meas","01  Universal","target-cyber","PI","PI-dev-imp",1,0,1,1,0,1,1,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.695,"02 Behavior","04 - 6 months",24,"02  Follow-up",304,304,304,304,311,311,0.00927732108244848,0.000119620592812231,"dnd_mn","ha-una-rct","above-05-controls","no-confound","relib-met","no","MSWR"
"211",326830,135,7708,"02  Intervention versus Comparison","Include in meta","local","no-aq","02 No","No","Oth_Eur","Non-US","Yes","ran_cls",1,"01  Rural","03  Mixture",2,0,12.14,"did-not-test","01  Intervention","Tabby Improved Prevention and Intervention Program (TIPIP)","Named Program",24,"no-meas","01  Universal","target-cyber","PI","PI-dev-imp",1,0,1,1,0,1,1,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A01  Cyberbullying","02 Victimization","01  Self-report",NA,"2-10",0.715,"02 Behavior","04 - 6 months",24,"02  Follow-up",304,304,304,304,311,311,0.00980368115621598,-0.415383943505878,"dnd_mn","ha-una-rct","above-05-controls","no-confound","relib-met","no","MSWR"
"212",326831,160,7708,"02  Intervention versus Comparison","Include in meta","local","no-aq","02 No","No","Oth_Eur","Non-US","Yes","ran_cls",1,"04  Mixture","03  Mixture",2,0,12.14,"did-not-test","01  Intervention","Tabby Improved Prevention and Intervention Program (TIPIP)","Named Program",24,"no-meas","01  Universal","target-cyber","PI","PI-dev-imp",1,0,1,1,0,1,1,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A01  Cyberbullying","02 Victimization","01  Self-report",NA,"2-10",0.715,"02 Behavior","04 - 6 months",24,"02  Follow-up",304,304,304,304,311,311,0.00971159011170001,-0.188461974250628,"dnd_mn","ha-una-rct","above-05-controls","no-confound","relib-met","no","MSWR"
"213",326832,15,7545,"02  Intervention versus Comparison","Include in meta","local","no-aq","02 No","No","US","US","No","non_scl",0.3906,"02  Urban","01  Public",2,0.469,11.5,"did-not-test","01  Intervention","Digitial Citizenship Instruction (from Common Sense Media)","Generic Program",2,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,0,0,0,0,"01  Business as usual or no intervention","02 No","02 No","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.672,"02 Behavior","02 - 30 days or 1 month",0,"01  Posttest",1541.2,2218.4,45,78,78,45,0.0857966044954567,0.0638,"dnd_adjsmd","qed","above-05-controls","confound","relib-met","no","DNMS"
"214",326835,110,7582,"02  Intervention versus Comparison","Include in meta","local","no-aq","01 Yes","No","Oth_Eur","Non-US","Yes","ran_cls",0.4406,"01  Rural","03  Mixture",3,0,14.011,"did-not-test","01  Intervention","Cyberprogram 2.0","Named Program",25,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,0,1,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A01  Cyberbullying","02 Victimization","01  Self-report",NA,"2-10",0.782,"-99 Not applicable","-99 Not reported",0,"01  Posttest",93,83,93,83,83,93,0.0314153980829738,-0.541675782125832,"dnd_mn","ha-una-rct","above-05-controls","no-confound","relib-met","no","MSWR"
"215",326836,400,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","G00  School Performance","G01  GPA or Grades","05 Not applicable (i.e., grades, employment, substance use)","01  Self-report",NA,"1-item",0.618,"-99 Not applicable","05 - 1 year or 12 months",0,"01  Posttest",1225,1061,1225,1061,1697,1960,0.0015250583986327,-0.0476571334984663,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"216",326837,397,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","G00  School Performance","G01  GPA or Grades","05 Not applicable (i.e., grades, employment, substance use)","01  Self-report",NA,"1-item",0.682,"-99 Not applicable","05 - 1 year or 12 months",52,"02  Follow-up",1225,1061,1225,1061,1697,1960,0.00152640914863151,-0.0802407183226595,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"217",326838,399,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","G00  School Performance","G01  GPA or Grades","05 Not applicable (i.e., grades, employment, substance use)","01  Self-report",NA,"1-item",0.61,"-99 Not applicable","05 - 1 year or 12 months",104,"02  Follow-up",1225,1061,1225,1061,1697,1960,0.00152526710136609,-0.053517916833697,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"218",326839,265,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","B00  Aggression/Bullying","B03  Bullying","01 Perpetration","01  Self-report",NA,"2-10",0.8,"02 Behavior","05 - 1 year or 12 months",0,"01  Posttest",1225,1061,1225,1061,1697,1960,0.00169537217233678,0.00223936831913989,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"219",326840,282,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","B00  Aggression/Bullying","B03  Bullying","01 Perpetration","01  Self-report",NA,"2-10",0.8,"02 Behavior","05 - 1 year or 12 months",52,"02  Follow-up",1225,1061,1225,1061,1697,1960,0.00169678365233846,0.0492208765006073,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"220",326841,267,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","B00  Aggression/Bullying","B03  Bullying","01 Perpetration","01  Self-report",NA,"2-10",0.8,"02 Behavior","05 - 1 year or 12 months",104,"02  Follow-up",1225,1061,1225,1061,1697,1960,0.00219534724704189,-0.0816132931684885,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"221",326842,294,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","B00  Aggression/Bullying","B03  Bullying","02 Victimization","01  Self-report",NA,"2-10",0.86,"02 Behavior","05 - 1 year or 12 months",0,"01  Posttest",1352,1170,1352,1170,1697,1960,0.00171104295258787,-0.00115576827921236,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"222",326843,317,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","B00  Aggression/Bullying","B03  Bullying","02 Victimization","01  Self-report",NA,"2-10",0.86,"02 Behavior","05 - 1 year or 12 months",52,"02  Follow-up",1352,1170,1352,1170,1697,1960,0.00171113599231247,0.0108788853816185,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"223",326844,303,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","B00  Aggression/Bullying","B03  Bullying","02 Victimization","01  Self-report",NA,"2-10",0.86,"02 Behavior","05 - 1 year or 12 months",104,"02  Follow-up",1352,1170,1352,1170,1697,1960,0.00171258617828568,-0.103887016868096,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"224",326845,221,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","B00  Aggression/Bullying","B01  Aggression","01 Perpetration","01  Self-report",NA,"2-10",0.8,"02 Behavior","05 - 1 year or 12 months",0,"01  Posttest",834,722,834,722,1697,1960,0.00225327815365798,0.0448183530061216,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"225",326846,207,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","B00  Aggression/Bullying","B01  Aggression","01 Perpetration","01  Self-report",NA,"2-10",0.8,"02 Behavior","05 - 1 year or 12 months",52,"02  Follow-up",834,722,834,722,1697,1960,0.00225718901011527,0.0784937487246748,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"226",326847,222,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","B00  Aggression/Bullying","B01  Aggression","01 Perpetration","01  Self-report",NA,"2-10",0.8,"02 Behavior","05 - 1 year or 12 months",104,"02  Follow-up",834,722,834,722,1697,1960,0.00224536610909337,-0.0718252971618872,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"227",326848,109,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","A00  Cyberbullying","A01  Cyberbullying","02 Victimization","01  Self-report",NA,"2-10",0.666,"02 Behavior","05 - 1 year or 12 months",0,"01  Posttest",1508,1305,1508,1305,1697,1960,0.00181871154753131,-0.0429653955355636,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"228",326849,108,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","A00  Cyberbullying","A01  Cyberbullying","02 Victimization","01  Self-report",NA,"2-10",0.778,"02 Behavior","05 - 1 year or 12 months",52,"02  Follow-up",1508,1305,1508,1305,1697,1960,0.00181850660609597,-0.00947769836492824,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"229",326850,138,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","A00  Cyberbullying","A01  Cyberbullying","02 Victimization","01  Self-report",NA,"2-10",0.696,"02 Behavior","05 - 1 year or 12 months",104,"02  Follow-up",1508,1305,1508,1305,1697,1960,0.00181891326712893,-0.0568403209922939,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"230",326851,136,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","A00  Cyberbullying","A01  Cyberbullying","02 Victimization","01  Self-report",NA,"2-10",0.656,"02 Behavior","05 - 1 year or 12 months",0,"01  Posttest",1704,1476,1704,1476,1697,1960,0.00161015403650952,-0.0307197684782944,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"231",326852,152,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","A00  Cyberbullying","A01  Cyberbullying","02 Victimization","01  Self-report",NA,"2-10",0.786,"02 Behavior","05 - 1 year or 12 months",52,"02  Follow-up",1704,1476,1704,1476,1697,1960,0.00161019325935144,0.0142067439126077,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"232",326853,153,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","A00  Cyberbullying","A01  Cyberbullying","02 Victimization","01  Self-report",NA,"2-10",0.654,"02 Behavior","05 - 1 year or 12 months",104,"02  Follow-up",1704,1476,1704,1476,1697,1960,0.00161014456407727,-0.0291251209982841,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"233",326854,42,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.684,"02 Behavior","05 - 1 year or 12 months",0,"01  Posttest",1508,1305,1508,1305,1697,1960,0.00174255754909033,-0.00145628884079516,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"234",326855,10,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.648,"02 Behavior","05 - 1 year or 12 months",52,"02  Follow-up",1508,1305,1508,1305,1697,1960,0.00174254697148066,-0.0030682019271923,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"235",326856,44,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.79,"02 Behavior","05 - 1 year or 12 months",104,"02  Follow-up",1508,1305,1508,1305,1697,1960,0.00197971186859453,-0.00733303746845563,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"236",326857,74,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.506,"02 Behavior","05 - 1 year or 12 months",0,"01  Posttest",1704,1476,1704,1476,1697,1960,0.00154333028901197,-0.00868307765986741,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"237",326858,12,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.74,"02 Behavior","05 - 1 year or 12 months",52,"02  Follow-up",1704,1476,1704,1476,1697,1960,0.00154348403741583,0.00769862579387223,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"238",326859,14,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.688,"02 Behavior","05 - 1 year or 12 months",104,"02  Follow-up",1704,1476,1704,1476,1697,1960,0.00199484433822576,-0.0706226222328642,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"239",326860,407,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","H00  Internalizing","H01  Depression","05 Not applicable (i.e., grades, employment, substance use)","01  Self-report",NA,"2-10",0.394,"02 Behavior","05 - 1 year or 12 months",0,"01  Posttest",1352,1170,1352,1170,1697,1960,0.0013815216963926,0.0121089860185801,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"240",326861,406,6499,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","01 Yes","Yes","US","US","Yes","ran_scl",0.479,"01  Rural","01  Public",1,0.76,11.22,"test-no-diff","01  Intervention","Second Step: Student Success Through Prevention","Named Program",40,"meas-high","01  Universal","no-cyber-target","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"02  Straw man intervention","02 No","01 Yes","H00  Internalizing","H01  Depression","05 Not applicable (i.e., grades, employment, substance use)","01  Self-report",NA,"2-10",0.652,"02 Behavior","05 - 1 year or 12 months",52,"02  Follow-up",1352,1170,1352,1170,1697,1960,0.00138126558191794,0.0271451745293807,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
